title,artist,id,spotifyURL,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,key
Boom,DPR LIVE,5N6M8yDiMV32T6Rkzh8EbW,https://open.spotify.com/track/5N6M8yDiMV32T6Rkzh8EbW,0.0117,0.801,202583,0.948,0.457,0.025,-4.623,0,0.0386,138.489,4,0.968,11
Rover (feat. DTG) - Higher and Faster Remix,S1mba,5MxKQiMABwE27fzt2v3Z1W,https://open.spotify.com/track/5MxKQiMABwE27fzt2v3Z1W,0.288,0.723,139583,0.76,0,0.328,-5.39,0,0.147,86.466,5,0.94,2
Fresh Roses,Juke Ross,05RmevbSKDvHHKpYBoXYfR,https://open.spotify.com/track/05RmevbSKDvHHKpYBoXYfR,0.65,0.763,201093,0.296,0,0.135,-10.611,0,0.0457,90.959,4,0.206,1
Loose Change,Devin Kennedy,1lSyZ2SjkS9iJyQmUnUbuc,https://open.spotify.com/track/1lSyZ2SjkS9iJyQmUnUbuc,0.146,0.506,118399,0.628,0.0000291,0.135,-8.167,1,0.175,86.131,4,0.363,9
parachute,John K,2NktjOsVqaLCIpopMhszBz,https://open.spotify.com/track/2NktjOsVqaLCIpopMhszBz,0.176,0.446,179852,0.476,0.3,0.108,-6.79,1,0.0246,81.329,3,0.408,5
Somethin Wrong In Heaven,Marlon Craft,73ekBE1ZHp8ySUaX0YdCtR,https://open.spotify.com/track/73ekBE1ZHp8ySUaX0YdCtR,0.0409,0.674,165939,0.734,0,0.166,-7.204,1,0.351,93.242,4,0.492,1
The Fall,half•alive,0JGoOLSl8A80mSPBL7ya9U,https://open.spotify.com/track/0JGoOLSl8A80mSPBL7ya9U,0.737,0.425,345251,0.782,0.000181,0.5,-6.52,0,0.0892,150.092,4,0.41,5
I Couldn't Be More In Love,The 1975,2HwwGKPcI0rqnsFCqATXuj,https://open.spotify.com/track/2HwwGKPcI0rqnsFCqATXuj,0.483,0.55,231992,0.424,0.00000245,0.0972,-7.136,1,0.0285,121.326,4,0.173,3
Out Like a Light,The Honeysticks,7yR5ZDif2glYMnFP73uRMm,https://open.spotify.com/track/7yR5ZDif2glYMnFP73uRMm,0.17,0.522,256019,0.458,0.00244,0.072,-7.785,1,0.0275,125.973,3,0.359,11
supercuts,Jeremy Zucker,4PyMK7JTcu6l30D8KogokR,https://open.spotify.com/track/4PyMK7JTcu6l30D8KogokR,0.0789,0.807,206600,0.539,0,0.0928,-8.193,1,0.124,127.992,4,0.755,11
Valentina,Daniel Caesar,0s7Z1RtnsmiYOfSIbB3btD,https://open.spotify.com/track/0s7Z1RtnsmiYOfSIbB3btD,0.665,0.726,154532,0.308,0.151,0.121,-5.858,0,0.0389,91.999,4,0.279,0
BEAUTIFUL,SEVENTEEN,5kYSScXYOZYyi0fxramiW6,https://open.spotify.com/track/5kYSScXYOZYyi0fxramiW6,0.103,0.489,223233,0.55,0,0.118,-6.729,1,0.233,171.882,4,0.241,6
Jam & Butterfly,DPR LIVE,5rZkRaL4AjykFgw49KULyo,https://open.spotify.com/track/5rZkRaL4AjykFgw49KULyo,0.174,0.821,208040,0.769,0.00105,0.0842,-5.379,0,0.0967,148.017,4,0.661,6
Silver Soul,Beach House,2LZ2CNbcbJrwh53pitRgom,https://open.spotify.com/track/2LZ2CNbcbJrwh53pitRgom,0.467,0.356,298680,0.67,0.000106,0.288,-5.825,1,0.0324,135.032,4,0.117,2
Fire In The Sky,Anderson .Paak,3zpGIFghtnVlwMXWyKW474,https://open.spotify.com/track/3zpGIFghtnVlwMXWyKW474,0.0837,0.668,201787,0.856,0.0446,0.096,-6.386,0,0.0453,79.008,4,0.737,1
Living My Best Life,Ben Rector,0R7EWhquaAICmyE5MZqt3q,https://open.spotify.com/track/0R7EWhquaAICmyE5MZqt3q,0.083,0.566,215213,0.733,0.00000155,0.362,-5.302,1,0.0699,178.828,4,0.636,4
Joy,Andy Grammer,1VuAamHM7P3VQQEXYGG3Uu,https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu,0.818,0.553,84987,0.337,0,0.113,-10.334,1,0.03,101.918,4,0.662,10
Lemonhaze,PawPaw Rod,2bydO0jZES9rBvSnPvYN5L,https://open.spotify.com/track/2bydO0jZES9rBvSnPvYN5L,0.415,0.814,156478,0.53,0.00391,0.185,-7.648,0,0.0589,101.581,4,0.745,2
Love Back,Why Don't We,7weX6syqklVQocpVVmDNwI,https://open.spotify.com/track/7weX6syqklVQocpVVmDNwI,0.026,0.611,185851,0.744,0,0.176,-6.845,1,0.0654,105.882,4,0.705,4
orange show speedway,Lizzy McAlpine,6Ngps97GnSV17gGxsYX1NZ,https://open.spotify.com/track/6Ngps97GnSV17gGxsYX1NZ,0.625,0.63,226737,0.53,0.00544,0.111,-9.279,1,0.0559,157.968,3,0.575,1
Wings,So!YoON!,5n5uyFpfopa4mNdSN0gTaH,https://open.spotify.com/track/5n5uyFpfopa4mNdSN0gTaH,0.353,0.4,298641,0.602,0,0.191,-6.988,0,0.197,74.142,4,0.0964,7
Sex,The 1975,5JtvedSVWW9McnoEAPJwQm,https://open.spotify.com/track/5JtvedSVWW9McnoEAPJwQm,0.281,0.857,162453,0.427,0,0.108,-8.638,1,0.112,130.033,4,0.366,8
Serenade of Water,Men I Trust,6AcJTLIgNpxs5ERpo03QQc,https://open.spotify.com/track/6AcJTLIgNpxs5ERpo03QQc,0.849,0.638,185660,0.413,0.905,0.112,-10.816,0,0.102,159.001,4,0.707,8
Feeling Lonely,boy pablo,5uIRujGRZv5t4fGKkUTv4n,https://open.spotify.com/track/5uIRujGRZv5t4fGKkUTv4n,0.0141,0.633,197947,0.537,0.0000372,0.103,-10.45,0,0.0544,117.907,4,0.889,6
Everything Eventually Ends,L'Impératrice,5LInOGDHqrgetnMlnvaDNq,https://open.spotify.com/track/5LInOGDHqrgetnMlnvaDNq,0.361,0.865,177280,0.484,0.00000953,0.116,-9.321,0,0.177,95.016,4,0.849,11
Nothing Is Impossible (Featuring Israel Houghton),Planetshakers,5uj2wWw0gnNqkVqGNWbGrf,https://open.spotify.com/track/5uj2wWw0gnNqkVqGNWbGrf,0.0187,0.51,244333,0.937,0,0.681,-4.979,1,0.0821,141.975,4,0.539,0
Feels Like You,Faime,0F1VAVqj021UkGntiDz4nx,https://open.spotify.com/track/0F1VAVqj021UkGntiDz4nx,0.0494,0.437,202759,0.822,0.00000129,0.134,-4.074,0,0.0487,173.966,4,0.275,7
Don't You Worry 'Bout A Thing,Tori Kelly,1QvWxgZvTU0w8rlPRE5Zrv,https://open.spotify.com/track/1QvWxgZvTU0w8rlPRE5Zrv,0.0316,0.714,284840,0.726,0,0.066,-9.218,1,0.0408,124.71,4,0.92,11
Give Yourself A Try,The 1975,4rmIfFUZhhi9sS5IYtpkXw,https://open.spotify.com/track/4rmIfFUZhhi9sS5IYtpkXw,0.0000317,0.334,196589,0.786,0,0.517,-5.002,1,0.0592,182.933,4,0.901,11
Juicebox,The Strokes,7wuh65sqmWBJRsjhmOM3Wl,https://open.spotify.com/track/7wuh65sqmWBJRsjhmOM3Wl,0.000577,0.728,249840,0.8,0,0.268,-5.013,1,0.0369,146.027,4,0.268,2
State Line,The Dip,6vDH7DeS588qqrbxDuj6MU,https://open.spotify.com/track/6vDH7DeS588qqrbxDuj6MU,0.425,0.604,172400,0.491,0.000507,0.109,-6.644,1,0.0835,88.805,4,0.698,11
Text Me,DPR LIVE,1dN4Z7wZTQXLEl33RkMO3a,https://open.spotify.com/track/1dN4Z7wZTQXLEl33RkMO3a,0.146,0.846,177343,0.592,0,0.258,-6.452,0,0.28,134.024,4,0.757,5
Strawberry Sunscreen,Lostboycrow,6Xve7pWqzW6CQV8mlXzpBe,https://open.spotify.com/track/6Xve7pWqzW6CQV8mlXzpBe,0.0359,0.688,129000,0.678,0,0.0331,-3.903,1,0.0348,120.058,4,0.909,8
Wherever I Go (feat. Lawrence & Michael McDonald),Jacob Collier,77PlrIDSmmWwCj7vgNQiR4,https://open.spotify.com/track/77PlrIDSmmWwCj7vgNQiR4,0.556,0.745,166133,0.55,0,0.243,-4.134,1,0.0527,108.98,4,0.862,8
free love,HONNE,0GPJSHYaXh8rZSSJoUMgyl,https://open.spotify.com/track/0GPJSHYaXh8rZSSJoUMgyl,0.0625,0.708,209280,0.68,0,0.152,-8.203,1,0.0519,133.947,4,0.7,9
Come Around,Hoodie Allen,1a64u7QtJ9yDwpNyfDrZTj,https://open.spotify.com/track/1a64u7QtJ9yDwpNyfDrZTj,0.0144,0.497,221507,0.786,0,0.638,-6.05,0,0.322,152.982,4,0.736,1
Dive Into You,NCT DREAM,0z3ZZ2JKusRpapstADTxVf,https://open.spotify.com/track/0z3ZZ2JKusRpapstADTxVf,0.23,0.767,192827,0.715,0,0.139,-3.171,1,0.0493,75.968,4,0.584,4
Hype,Drake,0a4MMyCrzT0En247IhqZbD,https://open.spotify.com/track/0a4MMyCrzT0En247IhqZbD,0.268,0.593,179027,0.935,0,0.286,-3.43,0,0.225,99.976,4,0.783,4
Stay,The Hails,5HCyWlXZPP0y6Gqq8TgA20,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,0.0383,0.591,141806,0.764,0,0.103,-5.484,1,0.0483,169.928,4,0.478,1
Girls,The 1975,4y1LsJpmMti1PfRQV9AWWe,https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe,0.22,0.71,238267,0.799,0.000602,0.349,-4.897,1,0.0328,120.372,4,0.725,6
Me & You Together Song,The 1975,6SrvijeageGUiFu9iCDdmM,https://open.spotify.com/track/6SrvijeageGUiFu9iCDdmM,0.00000166,0.201,207223,0.765,0.00039,0.314,-5.33,1,0.0359,105.661,4,0.385,9
20190724,Mac DeMarco,6unIOeUaYgBZ8TgCWNGDPX,https://open.spotify.com/track/6unIOeUaYgBZ8TgCWNGDPX,0.366,0.796,70098,0.582,0.775,0.0613,-13.002,1,0.0761,109.264,4,0.96,2
Ocho Rios,Daniel Caesar,5XUuMp2i5ojqcDOSusChqL,https://open.spotify.com/track/5XUuMp2i5ojqcDOSusChqL,0.0354,0.569,153172,0.539,0.00237,0.0949,-7.496,1,0.0403,127.786,4,0.157,2
Peach Pit,Peach Pit,0ZK8TGOsngrstVPsnrHbK1,https://open.spotify.com/track/0ZK8TGOsngrstVPsnrHbK1,0.00322,0.515,287080,0.804,0.00229,0.149,-5.345,0,0.0398,123.969,4,0.298,6
Lasso,Phoenix,29ceu4GvNpnHSfLeBL4O7W,https://open.spotify.com/track/29ceu4GvNpnHSfLeBL4O7W,0.0208,0.641,167840,0.628,0.000309,0.125,-7.27,1,0.0351,150.948,4,0.946,11
Favorite (Vampire),NCT 127,2R8MZR1RCP4cIJITHDPRbY,https://open.spotify.com/track/2R8MZR1RCP4cIJITHDPRbY,0.000831,0.561,215587,0.758,0.00000308,0.15,-3.87,0,0.0478,149.944,4,0.178,5
KISS ME,DPR LIVE,4ql75BvMo7pNJlBS8C2NIe,https://open.spotify.com/track/4ql75BvMo7pNJlBS8C2NIe,0.0141,0.521,140707,0.968,0.00217,0.354,-7.465,1,0.0472,157.125,4,0.21,6
AT THE PARTY (feat. Pharrell Williams & Travis Scott),Kid Cudi,11BbPUv7NlzlcbY7AmHHKy,https://open.spotify.com/track/11BbPUv7NlzlcbY7AmHHKy,0.102,0.867,238027,0.673,0.019,0.104,-6.928,0,0.101,103.014,4,0.567,6
21,DEAN,7mDKRYiqejoHzP7dQGxLys,https://open.spotify.com/track/7mDKRYiqejoHzP7dQGxLys,0.0123,0.846,204957,0.772,0.000106,0.0769,-5.735,0,0.259,125.998,4,0.622,11
It's A Wrap,Mariah Carey,0SgbP5ZZOsUiHlE8EfeHma,https://open.spotify.com/track/0SgbP5ZZOsUiHlE8EfeHma,0.354,0.626,238867,0.357,0,0.0552,-7.166,0,0.0631,179.869,3,0.401,2
Hypotheticals,Lake Street Dive,5lE2EFXt4muvLFMGQg4hZN,https://open.spotify.com/track/5lE2EFXt4muvLFMGQg4hZN,0.00753,0.69,230178,0.664,0.00762,0.0496,-6.488,1,0.0562,164.145,4,0.383,1
dose,Teddy Swims,44CZRkOxv7UItaAUmh8PgN,https://open.spotify.com/track/44CZRkOxv7UItaAUmh8PgN,0.114,0.775,323253,0.655,0.00016,0.035,-7.333,1,0.102,114.503,4,0.346,5
小幸運,Hebe Tien,1ZeVIrCWzEmsJexkrgvjFv,https://open.spotify.com/track/1ZeVIrCWzEmsJexkrgvjFv,0.75,0.519,265522,0.412,0,0.101,-8.584,1,0.0365,157.916,4,0.506,0
童話,Michael Wong,6NCylXeJcHOI908PjZDFcg,https://open.spotify.com/track/6NCylXeJcHOI908PjZDFcg,0.768,0.54,246000,0.405,0,0.11,-7.295,1,0.0272,136.028,4,0.309,6
Lemonade,Jeremy Passion,1p0rEzrK7YtdRZVtiyV7RN,https://open.spotify.com/track/1p0rEzrK7YtdRZVtiyV7RN,0.25,0.8,195429,0.658,0,0.111,-6.142,0,0.079,140.042,4,0.462,1
Last Minute,Sam MacPherson,0i7Ps1oPnc0IfUAeKiktY2,https://open.spotify.com/track/0i7Ps1oPnc0IfUAeKiktY2,0.577,0.577,133253,0.283,0,0.507,-9.235,1,0.0821,143.915,4,0.48,1
The Great Escape,BOYS LIKE GIRLS,56Tl3UgyZTqfZtvFNS31wm,https://open.spotify.com/track/56Tl3UgyZTqfZtvFNS31wm,0.00166,0.423,206520,0.94,0,0.178,-4.012,0,0.0635,149.934,4,0.505,1
This Life,Vampire Weekend,6wNuaMA96DLSwVd2PABe06,https://open.spotify.com/track/6wNuaMA96DLSwVd2PABe06,0.047,0.518,140987,0.846,0.00000133,0.112,-3.297,1,0.0417,79.95,4,0.441,11
Narcissist (feat. The 1975),No Rome,4qjLvvBh5ZeKEPyShKRf06,https://open.spotify.com/track/4qjLvvBh5ZeKEPyShKRf06,0.218,0.543,195502,0.682,0.00000153,0.085,-5.81,1,0.113,179.969,4,0.424,3
Roses,SAINt JHN,5YAP8zpqj1eIX88makBjDe,https://open.spotify.com/track/5YAP8zpqj1eIX88makBjDe,0.166,0.613,223543,0.6,0,0.117,-7.097,1,0.154,147.059,4,0.532,8
Bitter,Palace,3JAiQh1GdTyryyj9FCH0ow,https://open.spotify.com/track/3JAiQh1GdTyryyj9FCH0ow,0.0925,0.624,197320,0.938,0.000215,0.33,-2.81,1,0.112,173.994,4,0.961,2
u,Kendrick Lamar,3U5JVgI2x4rDyHGObzJfNf,https://open.spotify.com/track/3U5JVgI2x4rDyHGObzJfNf,0.00584,0.706,259333,0.8,0,0.0822,-6.333,1,0.0399,100.011,4,0.629,5
last day on earth,Tai Verdes,0fVDu1evgjX9CFD0cmuRrM,https://open.spotify.com/track/0fVDu1evgjX9CFD0cmuRrM,0.413,0.494,172756,0.553,0.0000417,0.218,-5.57,1,0.197,82.061,4,0.359,5
Sheesh!,Surfaces,4OmpPGKKcz5qVlv5fvkdHT,https://open.spotify.com/track/4OmpPGKKcz5qVlv5fvkdHT,0.161,0.743,148847,0.832,0,0.0925,-3.937,1,0.0611,149.951,4,0.801,5
Falling,Chase Atlantic,26XaOsDMbl0e1cVKYfkz6w,https://open.spotify.com/track/26XaOsDMbl0e1cVKYfkz6w,0.123,0.785,159382,0.431,0,0.0887,-8.756,0,0.0364,127.085,4,0.236,10
Something Bout That Feeling,Devin Kennedy,0pH9ckmrcCM6O0MTart24w,https://open.spotify.com/track/0pH9ckmrcCM6O0MTart24w,0.064,0.69,132689,0.397,0,0.0784,-6.514,1,0.0453,203.723,4,0.772,5
Roses,SAINt JHN,5YAP8zpqj1eIX88makBjDe,https://open.spotify.com/track/5YAP8zpqj1eIX88makBjDe,0.166,0.613,223543,0.6,0,0.117,-7.097,1,0.154,147.059,4,0.532,8
Welcome To Japan,The Strokes,7bfocP7GYoLOutUYpTI8tx,https://open.spotify.com/track/7bfocP7GYoLOutUYpTI8tx,0.00233,0.705,230827,0.666,0.0149,0.174,-7.23,0,0.0303,124.032,4,0.646,2
Lauren,Men I Trust,6Up545NUflOiXo8cEraH49,https://open.spotify.com/track/6Up545NUflOiXo8cEraH49,0.682,0.494,274693,0.632,0,0.0869,-6.89,1,0.0342,147.873,4,0.0797,5
Tommy's Party,Peach Pit,5OuJTtNve7FxUX82eEBupN,https://open.spotify.com/track/5OuJTtNve7FxUX82eEBupN,0.122,0.565,361760,0.438,0.0469,0.108,-8.722,1,0.0311,133.949,4,0.211,7
Billie Toppy,Men I Trust,5jyj2XKWILHQxDoz59ddCT,https://open.spotify.com/track/5jyj2XKWILHQxDoz59ddCT,0.547,0.676,195290,0.685,0.817,0.107,-11.396,1,0.0616,168.996,4,0.621,7
Bad Decisions,The Strokes,6Be4sbmYEfEapAUxRNrImY,https://open.spotify.com/track/6Be4sbmYEfEapAUxRNrImY,0.334,0.531,161707,0.578,0,0.0977,-5.743,0,0.145,81.103,4,0.253,1
Lean On (feat. MØ & DJ Snake),Major Lazer,19NCvSbcSgIeUOWMamy2aU,https://open.spotify.com/track/19NCvSbcSgIeUOWMamy2aU,0.00153,0.697,176040,0.788,0.00164,0.339,-4.141,0,0.0602,98.005,4,0.219,5
Always,Daniel Caesar,2LlOeW5rVcvl3QcPNPcDus,https://open.spotify.com/track/2LlOeW5rVcvl3QcPNPcDus,0.692,0.603,225313,0.441,0.00000146,0.105,-8.178,1,0.0518,136.137,4,0.167,9
Rocketeer,Far East Movement,45sDIKapDyxPl307QpEAwl,https://open.spotify.com/track/45sDIKapDyxPl307QpEAwl,0.181,0.664,211253,0.845,0,0.267,-6.115,0,0.0461,96.005,4,0.357,4
Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,1jKlRcH7X78ps1yKBTWyUV,https://open.spotify.com/track/1jKlRcH7X78ps1yKBTWyUV,0.125,0.443,240437,0.579,0,0.284,-6.517,0,0.187,83.827,4,0.256,6
i,Kendrick Lamar,4xhsWYTOGcal8zt0J161CU,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU,0.0026,0.943,138411,0.558,0.00000219,0.0937,-4.911,1,0.0568,104.983,4,0.606,2
Rollin (feat. Future & Khalid),Calvin Harris,0lMbuWUpfTWhEmOKxppEau,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau,0.446,0.753,272653,0.76,0.0000313,0.182,-4.518,0,0.0859,91.953,4,0.657,6
Never Goodbye,NCT DREAM,5EAfUqytXYbH0yUZR3QGli,https://open.spotify.com/track/5EAfUqytXYbH0yUZR3QGli,0.282,0.786,212800,0.572,0,0.0808,-4.967,1,0.0399,91.977,4,0.539,11
Places We Won't Walk,Bruno Major,0wfnEetPwlLHmnzhRXvPuk,https://open.spotify.com/track/0wfnEetPwlLHmnzhRXvPuk,0.97,0.392,169410,0.0894,0.0000606,0.108,-16.046,1,0.0476,87.641,3,0.195,3
就忘了吧,1K,0DHk1BgLDEddRvZ4wy5s6a,https://open.spotify.com/track/0DHk1BgLDEddRvZ4wy5s6a,0.475,0.526,203221,0.649,0,0.218,-6.004,1,0.0326,131.982,4,0.419,10
take care,elijah woods,124NFj84ppZ5pAxTuVQYCQ,https://open.spotify.com/track/124NFj84ppZ5pAxTuVQYCQ,0.0267,0.629,277387,0.515,0.0000122,0.0888,-10.358,0,0.265,121.845,4,0.299,0
all my ghosts,Lizzy McAlpine,46BHP7nFOrGQPLW8mCxzZr,https://open.spotify.com/track/46BHP7nFOrGQPLW8mCxzZr,0.342,0.638,197032,0.293,0.000624,0.448,-11.703,1,0.0478,155.083,4,0.488,3
Can We Dance,The Vamps,5plDUEEu4r5YEzHL8IhOs1,https://open.spotify.com/track/5plDUEEu4r5YEzHL8IhOs1,0.00226,0.639,193213,0.843,0,0.227,-4.734,0,0.0464,130.135,4,0.546,1
Lean On (feat. MØ & DJ Snake),Major Lazer,19NCvSbcSgIeUOWMamy2aU,https://open.spotify.com/track/19NCvSbcSgIeUOWMamy2aU,0.00153,0.697,176040,0.788,0.00164,0.339,-4.141,0,0.0602,98.005,4,0.219,5
Jet Lag (feat. Natasha Bedingfield),Simple Plan,0peSmoFiYGaCkHibhLBGq2,https://open.spotify.com/track/0peSmoFiYGaCkHibhLBGq2,0.00361,0.535,204526,0.962,0,0.163,-3.453,1,0.0638,144.984,4,0.687,11
pg baby,redveil,2qfPBPq9BEVEd1GF4UH96H,https://open.spotify.com/track/2qfPBPq9BEVEd1GF4UH96H,0.0401,0.325,156800,0.8,0,0.142,-8.719,0,0.486,80.628,4,0.885,10
I Don’t Think That I Like Her,Charlie Puth,0Ts1lnK3lYa2dwE2orDJc5,https://open.spotify.com/track/0Ts1lnK3lYa2dwE2orDJc5,0.396,0.587,188508,0.548,0,0.109,-5.846,0,0.0339,186.073,4,0.713,8
Energetic,Wanna One,3NkkcnnKrNHv4AiGaPdD76,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76,0.058,0.714,189356,0.886,0,0.112,-3.076,1,0.0461,125.046,4,0.752,0
As It Was,PREP,4Dvkj6JhhA12EX05fT7y2e,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,0.342,0.52,167303,0.731,0.00101,0.311,-5.338,0,0.0557,173.93,4,0.662,6
Sincerity Is Scary,The 1975,6HguG9HRb1Ke1bhihfE4m8,https://open.spotify.com/track/6HguG9HRb1Ke1bhihfE4m8,0.0495,0.664,225956,0.524,0.00000818,0.075,-5.178,1,0.0283,91.027,4,0.475,2
TOOTIMETOOTIMETOOTIME,The 1975,33DzKnwuBE6lfOiADwzd5E,https://open.spotify.com/track/33DzKnwuBE6lfOiADwzd5E,0.177,0.667,207851,0.824,0.0152,0.0933,-5.867,1,0.0665,114.998,4,0.518,8
blue,keshi,3QiAAp20rPC3dcAtKtMaqQ,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ,0.9,0.465,129173,0.27,0.00104,0.145,-16.661,1,0.0425,94.518,4,0.58,4
Stay,Mac Miller,5HCyWlXZPP0y6Gqq8TgA20,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,0.0383,0.591,141806,0.764,0,0.103,-5.484,1,0.0483,169.928,4,0.478,1
she likes spring, I prefer winter,slchld,6bM1QYzUKzZpQyAa7uO5kr,https://open.spotify.com/track/6bM1QYzUKzZpQyAa7uO5kr,0.561,0.445,207446,0.654,0,0.247,-6.735,1,0.0541,80.209,4,0.473,9
Greek Tragedy - Oliver Nelson TikTok Remix,The Wombats,64rqvMhAPLLEag310IG3z9,https://open.spotify.com/track/64rqvMhAPLLEag310IG3z9,0.222,0.736,306429,0.764,0.00154,0.192,-6.736,0,0.0482,112.033,4,0.404,8
Nonsense - Sped Up Version,Sabrina Carpenter,5KeI897tZgjezHKvxlaOaR,https://open.spotify.com/track/5KeI897tZgjezHKvxlaOaR,0.0309,0.541,137515,0.844,0,0.689,-2.471,1,0.142,165.931,4,0.604,11
Maybe We Could Be a Thing,Jesse Barrera,2yjDmSX8ukT00SXmRs04T6,https://open.spotify.com/track/2yjDmSX8ukT00SXmRs04T6,0.674,0.684,176242,0.482,0.000325,0.116,-9.272,1,0.0287,94.996,4,0.62,4
Wonder Woman,John Legend,3BLWGYOcy1svvsBByeFxLh,https://open.spotify.com/track/3BLWGYOcy1svvsBByeFxLh,0.417,0.628,168562,0.476,0,0.121,-4.947,1,0.0352,147.915,4,0.336,0
You,Miley Cyrus,3GCL1PydwsLodcpv0Ll1ch,https://open.spotify.com/track/3GCL1PydwsLodcpv0Ll1ch,0.162,0.687,231133,0.783,0.0000135,0.114,-4.44,1,0.0386,129.964,4,0.443,6
Eat Your Young,Hozier,2SXx7Ofa79CeJfio98aJcG,https://open.spotify.com/track/2SXx7Ofa79CeJfio98aJcG,0.35,0.546,243947,0.599,0.0686,0.256,-6.442,0,0.0286,90,4,0.331,7
Kill V. Maim,Grimes,3WXhshrs1fzwF3rQE399Gq,https://open.spotify.com/track/3WXhshrs1fzwF3rQE399Gq,0.00744,0.578,246007,0.947,0.0816,0.105,-2.431,0,0.0359,134.033,4,0.456,11
don't miss me,Claire Rosinkranz,5MG69A9XyXDbBbeOxdR3Tl,https://open.spotify.com/track/5MG69A9XyXDbBbeOxdR3Tl,0.793,0.796,123950,0.727,0.0000249,0.0858,-4.726,1,0.04,104.98,4,0.818,1
Great Are You Lord - Live,All Sons & Daughters,4PYOh644yKjYyvyVUHqcof,https://open.spotify.com/track/4PYOh644yKjYyvyVUHqcof,0.0874,0.39,290413,0.457,0.0000089,0.123,-7.915,1,0.0327,143.977,3,0.145,9
Want U Back,Cher Lloyd,6E11E0lT5Zy7yb6iT3y8DN,https://open.spotify.com/track/6E11E0lT5Zy7yb6iT3y8DN,0.0562,0.694,214573,0.891,0,0.561,-2.94,1,0.0949,97.939,4,0.563,9
Believe What I Say,Kanye West,0JuSGEldfovcc8IS9va1wa,https://open.spotify.com/track/0JuSGEldfovcc8IS9va1wa,0.148,0.595,242400,0.656,0,0.47,-7.868,1,0.247,99.811,4,0.416,7
A Certain Romance,Arctic Monkeys,0eDQj41kzBhMKQIkTt6OJR,https://open.spotify.com/track/0eDQj41kzBhMKQIkTt6OJR,0.000566,0.455,331200,0.881,0.0000606,0.11,-5.587,1,0.0401,137.949,4,0.201,11
The Sound,The 1975,1Cj2vqUwlJVG27gJrun92y,https://open.spotify.com/track/1Cj2vqUwlJVG27gJrun92y,0.468,0.322,248467,0.28,0.0000011,0.102,-9.367,0,0.0281,85.794,4,0.175,6
Do You Like Me?,Daniel Caesar,4deAN7JXhdHHifxOp0TTjU,https://open.spotify.com/track/4deAN7JXhdHHifxOp0TTjU,0.531,0.701,227520,0.398,0.00689,0.125,-6.938,1,0.0463,76.995,4,0.367,11
Last Train Home,John Mayer,0tgBtQ0ISnMQOKorrN9HLX,https://open.spotify.com/track/0tgBtQ0ISnMQOKorrN9HLX,0.235,0.591,187307,0.831,0.00142,0.0571,-6.612,1,0.0355,93.007,4,0.678,4
quel type de vibe?,aupinard,7iospt7wmXY3BdoHsK666Y,https://open.spotify.com/track/7iospt7wmXY3BdoHsK666Y,0.0703,0.729,116436,0.466,0,0.101,-7.15,0,0.294,101.208,4,0.812,4
AMAZING,Rex Orange County,3OM6qQmdFV6uy61GIqpRtf,https://open.spotify.com/track/3OM6qQmdFV6uy61GIqpRtf,0.279,0.719,209200,0.461,0,0.0875,-8.191,1,0.0454,123.915,4,0.548,8
Back Pocket,Vulfpeck,1DrlLvlYd1FIjNavRm6NdX,https://open.spotify.com/track/1DrlLvlYd1FIjNavRm6NdX,0.478,0.839,181260,0.585,0.00281,0.0435,-7.738,1,0.153,89.821,4,0.89,2
Musta Been a Ghost,Próxima Parada,0AZTpwagcDe4nH0mPcnYhS,https://open.spotify.com/track/0AZTpwagcDe4nH0mPcnYhS,0.599,0.835,220097,0.546,0,0.0752,-9.189,1,0.0717,107.013,4,0.542,0
"想見你想見你想見你(電視劇""想見你""片尾曲)",831,69zgyr5HVKdInjeKpq1qHa,https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa,0.4,0.547,239795,0.666,0,0.144,-5.694,1,0.0393,129.814,4,0.43,6
Crash My Car,COIN,5SN3mwuodiwY3jPejBuUD5,https://open.spotify.com/track/5SN3mwuodiwY3jPejBuUD5,0.00178,0.244,188307,0.646,0.00483,0.301,-5.863,1,0.0456,183.571,5,0.529,5
Isabelle,Zach Hood,1w9L6dvttZalWd8XqFYvSa,https://open.spotify.com/track/1w9L6dvttZalWd8XqFYvSa,0.196,0.678,135000,0.716,0,0.102,-4.403,1,0.0342,109.981,4,0.627,10
everything sucks (feat. Eric Nam),vaultboy,5AUMjaFnLEWzriTPTOEI56,https://open.spotify.com/track/5AUMjaFnLEWzriTPTOEI56,0.0117,0.741,119744,0.395,0,0.601,-7.776,1,0.0544,138.06,4,0.593,6
